base_identifier,label,split,tier,sequence_cluster_id
1M0U_A,0,train,core,rcsb-mmseqs2-30:2390_30
1M1C_A,0,val,core,rcsb-mmseqs2-30:67889_30
1MDY_A,1,test,challenge,rcsb-mmseqs2-30:7573_30
1MJE_A,1,train,core,rcsb-mmseqs2-30:20601_30
1MWW_A,0,train,core,rcsb-mmseqs2-30:28147_30
1N40_A,0,val,core,rcsb-mmseqs2-30:2941_30
1N6J_A,1,train,core,rcsb-mmseqs2-30:38202_30
1N6Z_A,0,test,core,rcsb-mmseqs2-30:82176_30
1N7Z_A,0,train,core,rcsb-mmseqs2-30:16793_30
1NBA_A,0,train,core,rcsb-mmseqs2-30:15720_30
1NG6_A,0,val,core,rcsb-mmseqs2-30:14958_30
1NLW_A,1,train,challenge,rcsb-mmseqs2-30:9019_30
1NWW_A,0,val,core,rcsb-mmseqs2-30:7798_30
1NZB_A,1,train,core,rcsb-mmseqs2-30:7631_30
1NZJ_A,0,train,core,rcsb-mmseqs2-30:3246_30
1O2D_A,0,train,core,rcsb-mmseqs2-30:35276_30
1ODH_A,1,test,core,rcsb-mmseqs2-30:51681_30
1ODZ_A,0,test,core,rcsb-mmseqs2-30:15986_30
1OE4_A,1,train,core,rcsb-mmseqs2-30:10451_30
1OJQ_A,0,train,core,rcsb-mmseqs2-30:33647_30
1ORN_A,1,train,core,rcsb-mmseqs2-30:6712_30
1OUP_A,1,train,core,rcsb-mmseqs2-30:11012_30
1OX3_A,0,val,challenge,rcsb-mmseqs2-30:101690_30
1OYZ_A,0,val,core,rcsb-mmseqs2-30:65028_30
1P1L_A,0,train,core,rcsb-mmseqs2-30:31249_30
1P3Y_1,0,val,core,rcsb-mmseqs2-30:56859_30
1P4E_B,1,train,core,rcsb-mmseqs2-30:19890_30
1PAH_A,0,test,core,rcsb-mmseqs2-30:2560_30
1PAV_A,0,val,core,rcsb-mmseqs2-30:68238_30
1PC5_A,0,train,core,rcsb-mmseqs2-30:4621_30
1PF5_A,0,train,core,rcsb-mmseqs2-30:31577_30
1PFI_A,1,train,challenge,rcsb-mmseqs2-30:12865_30
1PGT_A,0,train,core,rcsb-mmseqs2-30:1810_30
1PH1_B,1,train,core,rcsb-mmseqs2-30:13497_30
1PIX_A,0,val,core,rcsb-mmseqs2-30:33742_30
1PP8_P,1,val,core,rcsb-mmseqs2-30:80431_30
1PRN_A,0,train,core,rcsb-mmseqs2-30:20600_30
1PYI_A,1,train,core,rcsb-mmseqs2-30:81170_30
1Q0R_A,0,train,core,rcsb-mmseqs2-30:41547_30
1Q15_A,0,train,core,rcsb-mmseqs2-30:62005_30
1Q23_A,0,train,core,rcsb-mmseqs2-30:5976_30
1Q4T_A,0,train,core,rcsb-mmseqs2-30:9688_30
1Q5D_A,0,train,core,rcsb-mmseqs2-30:405_30
1QEX_A,0,test,core,rcsb-mmseqs2-30:18189_30
1QHX_A,0,train,core,rcsb-mmseqs2-30:27428_30
1QOP_B,0,test,core,rcsb-mmseqs2-30:175_30
1QP9_A,1,test,core,rcsb-mmseqs2-30:17459_30
1QPI_A,1,train,core,rcsb-mmseqs2-30:2692_30
1QV9_A,0,test,core,rcsb-mmseqs2-30:8569_30
1QZ0_A,0,train,core,rcsb-mmseqs2-30:5913_30
1R2Y_A,1,test_reserve,core,rcsb-mmseqs2-30:279_30
1R4V_A,0,train,core,rcsb-mmseqs2-30:77822_30
1R71_B,1,validation_reserve,core,rcsb-mmseqs2-30:30607_30
1R8D_A,1,val,core,rcsb-mmseqs2-30:17197_30
1RFX_A,0,train,challenge,rcsb-mmseqs2-30:34133_30
1RGX_C,0,train,challenge,rcsb-mmseqs2-30:34133_30
1RH6_A,1,val,core,rcsb-mmseqs2-30:22112_30
1RM1_C,1,train,core,rcsb-mmseqs2-30:6323_30
1RNB_A,1,train,core,rcsb-mmseqs2-30:3968_30
1RQW_A,0,train,core,rcsb-mmseqs2-30:717_30
1RWI_A,0,test,core,rcsb-mmseqs2-30:4574_30
1RYL_A,0,train,core,rcsb-mmseqs2-30:60205_30
1RZM_A,0,train,core,rcsb-mmseqs2-30:21646_30
1S9R_A,0,val,core,rcsb-mmseqs2-30:1279_30
1SA3_A,1,test,core,rcsb-mmseqs2-30:64352_30
1SFU_A,1,validation_reserve,core,rcsb-mmseqs2-30:110958_30
1SQ9_A,0,train,core,rcsb-mmseqs2-30:18106_30
1SQU_A,0,train,core,rcsb-mmseqs2-30:55722_30
1SR8_A,0,train,core,rcsb-mmseqs2-30:23419_30
1SUM_B,0,train,core,rcsb-mmseqs2-30:3114_30
1SUW_A,0,train,core,rcsb-mmseqs2-30:6380_30
1T3N_A,1,train,core,rcsb-mmseqs2-30:4101_30
1T6K_A,0,test,core,rcsb-mmseqs2-30:13913_30
1T8E_B,1,train,core,rcsb-mmseqs2-30:2926_30
1T8S_A,0,val,core,rcsb-mmseqs2-30:15919_30
1TD4_A,0,val,core,rcsb-mmseqs2-30:19334_30
1TDP_A,0,train,core,rcsb-mmseqs2-30:90832_30
1TEJ_B,0,train,core,rcsb-mmseqs2-30:4042_30
1TEZ_A,1,train,core,rcsb-mmseqs2-30:7925_30
1TK0_A,1,train,core,rcsb-mmseqs2-30:9277_30
1TM9_A,0,train,core,rcsb-mmseqs2-30:54950_30
1TW8_A,1,test,core,rcsb-mmseqs2-30:10465_30
1TWU_A,0,train,core,rcsb-mmseqs2-30:32325_30
1U3E_M,1,test,challenge,rcsb-mmseqs2-30:183005_30
1U78_A,1,test,challenge,rcsb-mmseqs2-30:27797_30
1U8R_H,1,test,core,rcsb-mmseqs2-30:5113_30
1ULI_A,0,train,core,rcsb-mmseqs2-30:2786_30
1USY_A,0,test,core,rcsb-mmseqs2-30:60907_30
1V0L_A,0,train,core,rcsb-mmseqs2-30:5252_30
1V15_B,1,validation_reserve,core,rcsb-mmseqs2-30:4428_30
1V1A_A,0,test,core,rcsb-mmseqs2-30:13774_30
1V3I_A,0,val,core,rcsb-mmseqs2-30:3976_30
1VAJ_A,0,train,core,rcsb-mmseqs2-30:5622_30
1VAS_A,1,train,core,rcsb-mmseqs2-30:33396_30
1VDW_A,0,val,core,rcsb-mmseqs2-30:9916_30
1VLC_A,0,train,core,rcsb-mmseqs2-30:132_30
1VRR_A,1,validation_reserve,core,rcsb-mmseqs2-30:56165_30
1WBA_A,0,train,core,rcsb-mmseqs2-30:95130_30
1WC2_A,0,train,core,rcsb-mmseqs2-30:24186_30
1WM4_A,0,test,core,rcsb-mmseqs2-30:11014_30
1WPI_A,0,train,core,rcsb-mmseqs2-30:42756_30
1WRU_A,0,test,core,rcsb-mmseqs2-30:69063_30
1WSR_A,0,val,core,rcsb-mmseqs2-30:1326_30
1WTE_A,1,train,core,rcsb-mmseqs2-30:98233_30
1WTH_D,0,train,core,rcsb-mmseqs2-30:22692_30
1WU8_A,0,test,core,rcsb-mmseqs2-30:13178_30
1WVL_A,1,test,core,rcsb-mmseqs2-30:6794_30
1X9E_A,0,train,core,rcsb-mmseqs2-30:9367_30
1X9J_A,0,train,core,rcsb-mmseqs2-30:3819_30
1XA3_A,0,train,core,rcsb-mmseqs2-30:5182_30
1XFI_A,0,train,core,rcsb-mmseqs2-30:6448_30
1XH9_A,0,val,core,rcsb-mmseqs2-30:364_30
1XL3_C,0,train,core,rcsb-mmseqs2-30:40691_30
1XPX_A,1,train,core,rcsb-mmseqs2-30:44424_30
1XSD_A,1,train,core,rcsb-mmseqs2-30:11018_30
1XVB_E,0,train,core,rcsb-mmseqs2-30:4195_30
1XXU_A,0,train,core,rcsb-mmseqs2-30:10071_30
1Y0B_A,0,train,core,rcsb-mmseqs2-30:1137_30
1Y1P_A,0,val,core,rcsb-mmseqs2-30:13759_30
1Y23_A,0,test,core,rcsb-mmseqs2-30:24274_30
1Y6F_A,1,test,core,rcsb-mmseqs2-30:38608_30
1Y7E_A,0,test,core,rcsb-mmseqs2-30:21435_30
1YCL_A,0,val,core,rcsb-mmseqs2-30:586_30
1YF3_A,1,val,core,rcsb-mmseqs2-30:20483_30
1YFH_A,1,test_reserve,core,rcsb-mmseqs2-30:5985_30
1YNV_X,0,test,core,rcsb-mmseqs2-30:5428_30
1YPQ_A,0,train,core,rcsb-mmseqs2-30:7896_30
1YT5_A,0,train,core,rcsb-mmseqs2-30:9078_30
1YU0_A,0,train,core,rcsb-mmseqs2-30:33285_30
1YUK_A,0,train,core,rcsb-mmseqs2-30:53713_30
1YW1_A,0,test,core,rcsb-mmseqs2-30:8694_30
1YX7_A,0,train,core,rcsb-mmseqs2-30:23859_30
1Z8D_A,0,test,core,rcsb-mmseqs2-30:527_30
1ZCJ_A,0,train,core,rcsb-mmseqs2-30:8777_30
1ZDS_A,0,test,core,rcsb-mmseqs2-30:787_30
1ZGR_A,0,train,core,rcsb-mmseqs2-30:13983_30
1ZHV_A,0,train,core,rcsb-mmseqs2-30:177891_30
1ZLH_B,0,train,core,rcsb-mmseqs2-30:21640_30
1ZME_C,1,train,challenge,rcsb-mmseqs2-30:45950_30
1ZRF_A,1,train,core,rcsb-mmseqs2-30:2980_30
1ZS4_A,1,train,core,rcsb-mmseqs2-30:51884_30
1ZVO_C,0,train,challenge,rcsb-mmseqs2-30:4515_30
1ZZI_A,1,train,core,rcsb-mmseqs2-30:5978_30
23NX_A,0,test,core,rcsb-mmseqs2-30:14700_30
25HS_D,0,train,challenge,rcsb-mmseqs2-30:32908_30
2A33_A,0,train,core,rcsb-mmseqs2-30:7192_30
2A3V_B,1,train,core,rcsb-mmseqs2-30:42324_30
2A6O_A,1,val,core,rcsb-mmseqs2-30:19449_30
2A6Z_A,0,train,core,rcsb-mmseqs2-30:20544_30
2A8D_A,0,train,core,rcsb-mmseqs2-30:6031_30
2AD6_B,0,test,challenge,rcsb-mmseqs2-30:10846_30
2AHU_A,0,test,core,rcsb-mmseqs2-30:23485_30
2AOR_B,1,train,core,rcsb-mmseqs2-30:2314_30
2APJ_A,0,val,core,rcsb-mmseqs2-30:12243_30
2AYB_A,1,train,core,rcsb-mmseqs2-30:16856_30
2B5X_A,0,test,core,rcsb-mmseqs2-30:53523_30
2B7U_A,0,train,core,rcsb-mmseqs2-30:98148_30
2B99_A,0,train,core,rcsb-mmseqs2-30:20924_30
2BAM_B,1,train,core,rcsb-mmseqs2-30:24289_30
2BGH_A,0,val,core,rcsb-mmseqs2-30:4945_30
2BGW_A,1,train,core,rcsb-mmseqs2-30:21907_30
2BNG_A,0,train,core,rcsb-mmseqs2-30:35138_30
2BOL_A,0,train,core,rcsb-mmseqs2-30:17428_30
2BOP_A,1,test,core,rcsb-mmseqs2-30:45073_30
2BPA_1,1,test,core,rcsb-mmseqs2-30:18160_30
2BSQ_A,1,train,core,rcsb-mmseqs2-30:21067_30
2BSQ_E,1,train,challenge,rcsb-mmseqs2-30:43303_30
2BSY_A,0,test,core,rcsb-mmseqs2-30:33942_30
2BVW_A,0,train,core,rcsb-mmseqs2-30:3167_30
2BZF_A,1,train,core,rcsb-mmseqs2-30:4715_30
2BZV_A,0,train,core,rcsb-mmseqs2-30:52940_30
2C12_A,0,train,core,rcsb-mmseqs2-30:13689_30
2C5R_B,1,validation_reserve,core,rcsb-mmseqs2-30:55882_30
2C62_A,1,train,core,rcsb-mmseqs2-30:11286_30
2C9L_Y,1,train,challenge,rcsb-mmseqs2-30:53076_30
2CB9_A,0,train,core,rcsb-mmseqs2-30:4491_30
2CCZ_A,1,test,core,rcsb-mmseqs2-30:2432_30
2CN3_A,0,train,core,rcsb-mmseqs2-30:7433_30
2CWL_A,0,test,core,rcsb-mmseqs2-30:46169_30
2CX6_A,0,train,core,rcsb-mmseqs2-30:25601_30
2D1C_A,0,val,core,rcsb-mmseqs2-30:14251_30
2D5V_A,1,test,core,rcsb-mmseqs2-30:16157_30
2DDG_A,1,train,core,rcsb-mmseqs2-30:19567_30
2DGM_A,0,train,core,rcsb-mmseqs2-30:2755_30
2DNJ_A,1,validation_reserve,core,rcsb-mmseqs2-30:4307_30
2DPD_B,1,train,core,rcsb-mmseqs2-30:20146_30
2DRP_D,1,train,core,rcsb-mmseqs2-30:90589_30
2E1C_A,1,train,core,rcsb-mmseqs2-30:3620_30
2E52_A,1,train,core,rcsb-mmseqs2-30:25622_30
2EB4_A,0,val,core,rcsb-mmseqs2-30:4400_30
2EFV_A,0,test,core,rcsb-mmseqs2-30:100797_30
2EGJ_A,0,val,core,rcsb-mmseqs2-30:17548_30
2EGZ_A,0,val,core,rcsb-mmseqs2-30:40386_30
2EHP_A,0,train,core,rcsb-mmseqs2-30:59623_30
2ER8_A,1,train,challenge,rcsb-mmseqs2-30:41471_30
2ETW_A,1,test,core,rcsb-mmseqs2-30:14537_30
2EX5_A,1,test,core,rcsb-mmseqs2-30:98921_30
2EZV_B,1,train,core,rcsb-mmseqs2-30:68056_30
2F2C_A,0,train,core,rcsb-mmseqs2-30:4122_30
2F9Z_A,0,train,core,rcsb-mmseqs2-30:44499_30
2FCR_A,0,test,core,rcsb-mmseqs2-30:2469_30
2FHL_A,0,train,core,rcsb-mmseqs2-30:3779_30
2FIO_A,1,train,core,rcsb-mmseqs2-30:100282_30
2FKC_A,1,train,core,rcsb-mmseqs2-30:36564_30
2FO1_A,1,test,core,rcsb-mmseqs2-30:33989_30
2G5X_A,0,val,core,rcsb-mmseqs2-30:4312_30
2GAK_A,0,train,core,rcsb-mmseqs2-30:8016_30
2GB7_B,1,test,core,rcsb-mmseqs2-30:60082_30
2GJP_A,0,train,core,rcsb-mmseqs2-30:4214_30
2GRR_A,0,test,core,rcsb-mmseqs2-30:4682_30
2GS4_A,0,val,core,rcsb-mmseqs2-30:30490_30
2GV8_A,0,val,core,rcsb-mmseqs2-30:17113_30
2GXA_E,1,val,core,rcsb-mmseqs2-30:43081_30
2H27_A,1,test,core,rcsb-mmseqs2-30:10070_30
2H8C_B,1,train,core,rcsb-mmseqs2-30:17451_30
2H8G_A,0,val,core,rcsb-mmseqs2-30:13299_30
2H9Z_A,0,train,core,rcsb-mmseqs2-30:46852_30
2I0M_A,0,train,core,rcsb-mmseqs2-30:3114_30
2I0Q_A,1,train,core,rcsb-mmseqs2-30:10924_30
2IAA_A,0,test,core,rcsb-mmseqs2-30:7764_30
2IAP_A,0,train,core,rcsb-mmseqs2-30:6121_30
2IC8_A,0,test,core,rcsb-mmseqs2-30:1923_30
2IFC_A,0,train,core,rcsb-mmseqs2-30:1527_30
2IHN_A,1,validation_reserve,core,rcsb-mmseqs2-30:31566_30
2IHT_A,0,test,core,rcsb-mmseqs2-30:30537_30
2IIE_A,1,train,core,rcsb-mmseqs2-30:583_30
2III_A,0,test,core,rcsb-mmseqs2-30:2828_30
2IMW_P,1,train,core,rcsb-mmseqs2-30:1310_30
2INY_A,0,test,core,rcsb-mmseqs2-30:4776_30
2IX5_A,0,train,core,rcsb-mmseqs2-30:13682_30
2J9F_A,0,test,core,rcsb-mmseqs2-30:3352_30
2JHP_A,0,train,core,rcsb-mmseqs2-30:42934_30
2JIN_A,0,train,core,rcsb-mmseqs2-30:25592_30
2K2Q_B,0,train,core,rcsb-mmseqs2-30:13609_30
2KB3_A,0,train,core,rcsb-mmseqs2-30:9726_30
2KCW_A,0,train,core,rcsb-mmseqs2-30:11527_30
2KEL_A,0,train,core,rcsb-mmseqs2-30:183705_30
2KWB_A,0,train,core,rcsb-mmseqs2-30:549_30
2L4Q_A,0,train,core,rcsb-mmseqs2-30:3272_30
2L97_A,0,train,core,rcsb-mmseqs2-30:14155_30
2LBT_A,0,train,core,rcsb-mmseqs2-30:20670_30
2LEN_A,0,train,core,rcsb-mmseqs2-30:3492_30
2LGD_A,0,train,core,rcsb-mmseqs2-30:13533_30
2LLF_A,0,val,core,rcsb-mmseqs2-30:8673_30
2LLI_A,0,test,challenge,rcsb-mmseqs2-30:43141_30
2LNA_A,0,val,core,rcsb-mmseqs2-30:11644_30
2LOE_A,0,test,core,rcsb-mmseqs2-30:34478_30
2LON_A,0,train,core,rcsb-mmseqs2-30:18745_30
2LOR_A,0,test,core,rcsb-mmseqs2-30:35096_30
2LQO_A,0,train,core,rcsb-mmseqs2-30:30740_30
2LQT_A,0,train,core,rcsb-mmseqs2-30:18948_30
2LRJ_A,0,train,core,rcsb-mmseqs2-30:68459_30
2LRK_A,0,train,core,rcsb-mmseqs2-30:5308_30
2LS8_A,0,train,core,rcsb-mmseqs2-30:8609_30
2MCG_1,0,test,core,rcsb-mmseqs2-30:47_30
2MTZ_A,0,test,core,rcsb-mmseqs2-30:20726_30
2NNR_A,0,train,core,rcsb-mmseqs2-30:11926_30
2NP2_A,1,val,core,rcsb-mmseqs2-30:1288_30
2NP6_A,1,train,core,rcsb-mmseqs2-30:14802_30
2NRA_C,1,train,core,rcsb-mmseqs2-30:86336_30
2NT3_A,0,train,core,rcsb-mmseqs2-30:43242_30
2NXV_A,0,val,core,rcsb-mmseqs2-30:55026_30
2O2G_A,0,train,core,rcsb-mmseqs2-30:41020_30
2O59_A,1,train,core,rcsb-mmseqs2-30:5137_30
2O5F_A,0,train,core,rcsb-mmseqs2-30:51724_30
2O61_A,1,train,core,rcsb-mmseqs2-30:25907_30
2O7I_A,0,train,core,rcsb-mmseqs2-30:21659_30
2O8B_B,1,test,core,rcsb-mmseqs2-30:8150_30
2OAA_B,1,test,core,rcsb-mmseqs2-30:77498_30
2OFX_A,0,val,core,rcsb-mmseqs2-30:6518_30
2OPF_A,1,train,core,rcsb-mmseqs2-30:3701_30
2OSE_A,0,train,core,rcsb-mmseqs2-30:144318_30
2OST_A,1,test,core,rcsb-mmseqs2-30:160575_30
2OX1_A,0,val,core,rcsb-mmseqs2-30:20035_30
2P35_A,0,val,core,rcsb-mmseqs2-30:2288_30
2P9M_A,0,test,core,rcsb-mmseqs2-30:29345_30
2PFC_A,0,train,core,rcsb-mmseqs2-30:18617_30
2PFJ_B,1,train,core,rcsb-mmseqs2-30:37474_30
2PGN_A,0,test,core,rcsb-mmseqs2-30:40509_30
2POR_A,0,test,core,rcsb-mmseqs2-30:55596_30
2PP0_A,0,test,core,rcsb-mmseqs2-30:8077_30
2PRV_A,0,train,core,rcsb-mmseqs2-30:100618_30
2PT5_A,0,test,core,rcsb-mmseqs2-30:3248_30
2PY5_B,1,train,core,rcsb-mmseqs2-30:25544_30
2Q10_A,1,train,core,rcsb-mmseqs2-30:53961_30
2Q2K_A,1,test,core,rcsb-mmseqs2-30:265070_30
2Q5X_A,0,train,core,rcsb-mmseqs2-30:4445_30
2Q66_A,0,train,core,rcsb-mmseqs2-30:9816_30
2QEC_A,0,val,core,rcsb-mmseqs2-30:112316_30
2QHB_A,1,val,core,rcsb-mmseqs2-30:13049_30
2QIQ_A,0,train,core,rcsb-mmseqs2-30:9_30
2QJG_A,0,train,core,rcsb-mmseqs2-30:7114_30
2QKK_A,1,train,core,rcsb-mmseqs2-30:1111_30
2QMC_A,0,train,core,rcsb-mmseqs2-30:3510_30
2QNC_A,1,train,core,rcsb-mmseqs2-30:40420_30
2QND_A,0,train,core,rcsb-mmseqs2-30:6875_30
2QSI_A,0,train,core,rcsb-mmseqs2-30:244763_30
2QSK_A,0,val,core,rcsb-mmseqs2-30:47822_30
2QV6_A,0,train,core,rcsb-mmseqs2-30:15126_30
2R0Q_C,1,validation_reserve,challenge,rcsb-mmseqs2-30:3416_30
2R1B_A,0,train,core,rcsb-mmseqs2-30:19076_30
2R9L_A,1,validation_reserve,core,rcsb-mmseqs2-30:11278_30
2RB8_A,0,train,core,rcsb-mmseqs2-30:4338_30
2RBD_A,0,train,core,rcsb-mmseqs2-30:77939_30
2RK6_A,0,test,core,rcsb-mmseqs2-30:1378_30
2RLC_A,0,test,core,rcsb-mmseqs2-30:4734_30
2TEC_I,0,train,core,rcsb-mmseqs2-30:10928_30
2UWJ_G,0,test,core,rcsb-mmseqs2-30:31383_30
2UZK_A,1,val,core,rcsb-mmseqs2-30:6274_30
2V1U_A,1,train,core,rcsb-mmseqs2-30:6036_30
2V4C_A,0,train,core,rcsb-mmseqs2-30:6894_30
2V4J_C,0,train,core,rcsb-mmseqs2-30:6796_30
2V6E_A,1,val,core,rcsb-mmseqs2-30:260975_30
2V7Q_H,0,train,core,rcsb-mmseqs2-30:3046_30
